,neuron_id,mean_firing_rate,cv2_isi,cluster,waveform_width,peak_asymmetry,channel,is_single_unit,session_name,group_name,experiment_name
189,1632.0,0.6972092967097222,0.9866778595833813,slow_irregular,24.0,0.0967741935483871,9,1,hamilton_31,acute_cit,HAMILTON
190,1636.0,1.1006875944384444,0.9995248991487712,slow_irregular,21.0,0.08571428571428572,11,1,hamilton_31,acute_cit,HAMILTON
191,1638.0,0.6851184758289445,1.0299332518689868,slow_irregular,23.0,0.09236947791164658,13,1,hamilton_31,acute_cit,HAMILTON
192,1639.0,1.4383735165135,0.9118007479039201,slow_irregular,25.0,0.1037344398340249,14,1,hamilton_31,acute_cit,HAMILTON
193,1640.0,6.946418525545889,0.7445744316091321,slow_irregular,26.0,0.104,15,1,hamilton_31,acute_cit,HAMILTON
194,1641.0,1.3762026978682222,1.0177854768141246,slow_irregular,33.0,0.13580246913580246,14,1,hamilton_31,acute_cit,HAMILTON
195,1642.0,2.846219652621222,0.8110575390162551,slow_irregular,23.0,0.09236947791164658,15,1,hamilton_31,acute_cit,HAMILTON
196,1644.0,1.8733839239395558,1.017433972249475,slow_irregular,38.0,0.1532258064516129,16,1,hamilton_31,acute_cit,HAMILTON
197,1645.0,3.155516779989167,0.9627419519971614,slow_irregular,43.0,0.17408906882591094,16,1,hamilton_31,acute_cit,HAMILTON
198,1647.0,3.099806259003444,0.5373561741410685,slow_regular,42.0,0.15555555555555556,18,1,hamilton_31,acute_cit,HAMILTON
199,1648.0,2.945504565118222,0.699993364567538,slow_regular,28.0,0.11023622047244094,19,1,hamilton_31,acute_cit,HAMILTON
200,1649.0,3.045986879029,0.636931985658962,slow_regular,29.0,0.11934156378600823,18,1,hamilton_31,acute_cit,HAMILTON
201,1650.0,1.2127739385554444,0.8853458424524405,slow_irregular,28.0,0.11023622047244094,19,1,hamilton_31,acute_cit,HAMILTON
202,1651.0,3.993828194256556,0.6083025307810799,slow_regular,31.0,0.12449799196787148,23,1,hamilton_31,acute_cit,HAMILTON
203,1657.0,3.499633996348611,0.6025920133658915,slow_regular,23.0,0.09387755102040816,24,1,hamilton_31,acute_cit,HAMILTON
204,1658.0,4.408961270517945,0.47094551403102825,slow_regular,28.0,0.11023622047244094,24,1,hamilton_31,acute_cit,HAMILTON
205,1659.0,1.2944665541682778,0.9606521353620523,slow_irregular,27.0,0.10931174089068826,24,1,hamilton_31,acute_cit,HAMILTON
206,1660.0,7.457680524432833,0.36678003101708645,slow_regular,27.0,0.1067193675889328,25,1,hamilton_31,acute_cit,HAMILTON
207,1661.0,5.158803732525722,0.5688722928892654,slow_regular,31.0,0.12062256809338522,25,1,hamilton_31,acute_cit,HAMILTON
208,1663.0,1.1931890296396668,0.7140482127747918,slow_regular,34.0,0.14166666666666666,28,1,hamilton_31,acute_cit,HAMILTON
209,1664.0,2.157798654128389,0.4652696045558816,slow_regular,22.0,0.08943089430894309,27,1,hamilton_31,acute_cit,HAMILTON
210,1666.0,3.6517364902400002,0.41709395988760545,slow_regular,27.0,0.11020408163265306,29,1,hamilton_31,acute_cit,HAMILTON
211,1667.0,1.2173247073865,0.9547088453213485,slow_irregular,24.0,0.0975609756097561,29,1,hamilton_31,acute_cit,HAMILTON
212,1668.0,5.811578695882999,0.48392890068448247,slow_regular,21.0,0.08571428571428572,31,1,hamilton_31,acute_cit,HAMILTON
213,1669.0,1.7197521131194444,0.76081951800645,slow_irregular,25.0,0.099601593625498,27,1,hamilton_31,acute_cit,HAMILTON
214,1670.0,1.5561443704745,1.2335113588820197,slow_irregular,22.0,0.08943089430894309,29,1,hamilton_31,acute_cit,HAMILTON
215,1671.0,1.6134319023342778,0.9795918075113249,slow_irregular,34.0,0.14285714285714285,32,1,hamilton_31,acute_cit,HAMILTON
216,1675.0,2.2325342104333887,0.8849315719324403,slow_irregular,23.0,0.0931174089068826,32,1,hamilton_31,acute_cit,HAMILTON
217,1676.0,0.5735507328089444,1.1613710572420368,slow_irregular,27.0,0.11020408163265306,32,1,hamilton_31,acute_cit,HAMILTON
218,1678.0,1.2650231025421668,0.9398485551008431,slow_irregular,24.0,0.0967741935483871,11,1,hamilton_31,acute_cit,HAMILTON
219,1679.0,2.995456742700111,0.8613030304726998,slow_irregular,25.0,0.10040160642570281,15,1,hamilton_31,acute_cit,HAMILTON
220,1680.0,4.368059314836722,0.5086466423409518,slow_regular,22.0,0.08943089430894309,26,1,hamilton_31,acute_cit,HAMILTON
221,1681.0,3.0775608959227783,0.6774656435853166,slow_regular,29.0,0.11553784860557768,3,1,hamilton_31,acute_cit,HAMILTON
222,1682.0,3.946493565472667,0.575594252136529,slow_regular,32.0,0.12903225806451613,32,1,hamilton_31,acute_cit,HAMILTON
223,1683.0,1.4625737542741666,0.9476656979832139,slow_irregular,34.0,0.13076923076923078,1,1,hamilton_31,acute_cit,HAMILTON
224,1684.0,1.3195525528079441,0.7840247533114388,slow_irregular,24.0,0.0967741935483871,16,1,hamilton_31,acute_cit,HAMILTON
225,1685.0,0.8253397932145001,0.8926232266412983,slow_irregular,41.0,0.1607843137254902,26,1,hamilton_31,acute_cit,HAMILTON
226,1686.0,2.8387428195661113,0.71733502531621,slow_regular,29.0,0.11372549019607843,5,1,hamilton_31,acute_cit,HAMILTON
227,1687.0,3.3189009822155553,0.7027767579909902,slow_regular,23.0,0.09236947791164658,3,1,hamilton_31,acute_cit,HAMILTON
228,1690.0,14.670486739489112,0.8274887311760065,fast_firing,27.0,0.11297071129707113,2,1,hamilton_38,acute_cit,HAMILTON
229,1691.0,6.6331009664267775,0.650227178644311,fast_firing,17.0,0.06995884773662552,2,1,hamilton_38,acute_cit,HAMILTON
230,1693.0,8.674056563949778,0.5828315423213777,fast_firing,16.0,0.06611570247933884,4,1,hamilton_38,acute_cit,HAMILTON
231,1695.0,2.5654845888017777,1.0109824318357254,slow_irregular,27.0,0.1111111111111111,6,1,hamilton_38,acute_cit,HAMILTON
232,1697.0,6.6002328287297765,0.8313363117526525,slow_irregular,23.0,0.09387755102040816,6,1,hamilton_38,acute_cit,HAMILTON
233,1698.0,3.8704305834680555,0.9124693205683324,slow_irregular,32.0,0.128,10,1,hamilton_38,acute_cit,HAMILTON
234,1706.0,6.987633073613001,0.9051323693119007,slow_irregular,23.0,0.09236947791164658,16,1,hamilton_38,acute_cit,HAMILTON
235,1709.0,1.6815391605438335,0.9576836001791244,slow_irregular,32.0,0.125,17,1,hamilton_38,acute_cit,HAMILTON
236,1712.0,4.990251757841001,0.9169951007755881,slow_irregular,27.0,0.10931174089068826,20,1,hamilton_38,acute_cit,HAMILTON
237,1713.0,1.5635355487630003,0.953266939472212,slow_irregular,52.0,0.1897810218978102,21,1,hamilton_38,acute_cit,HAMILTON
238,1720.0,1.8809661795442778,1.0229883068425876,slow_irregular,29.0,0.11372549019607843,22,1,hamilton_38,acute_cit,HAMILTON
239,1721.0,5.075484010395889,0.7995906806353347,slow_irregular,29.0,0.11553784860557768,23,1,hamilton_38,acute_cit,HAMILTON
240,1725.0,5.145373038074056,0.9711931478314524,slow_irregular,27.0,0.1067193675889328,24,1,hamilton_38,acute_cit,HAMILTON
241,1726.0,5.819567269674279,0.9734974395503753,slow_irregular,25.0,0.099601593625498,26,1,hamilton_38,acute_cit,HAMILTON
242,1727.0,7.280924201881833,0.9173037873350782,slow_irregular,27.0,0.1067193675889328,27,1,hamilton_38,acute_cit,HAMILTON
243,1728.0,0.6852983546635,1.0348844701089415,slow_irregular,29.0,0.11196911196911197,29,1,hamilton_38,acute_cit,HAMILTON
244,1733.0,1.8672189019107779,1.0422521965069338,slow_irregular,27.0,0.1067193675889328,29,1,hamilton_38,acute_cit,HAMILTON
245,1737.0,3.9521544751395,0.9263020498495511,slow_irregular,31.0,0.1225296442687747,30,1,hamilton_38,acute_cit,HAMILTON
246,1739.0,3.0177022032754444,0.42356482158895237,slow_regular,56.0,0.1891891891891892,31,1,hamilton_38,acute_cit,HAMILTON
247,1741.0,5.103381091616167,0.9619948801237298,slow_irregular,21.0,0.08502024291497975,31,1,hamilton_38,acute_cit,HAMILTON
248,1743.0,9.371978422194832,0.9385211865021879,fast_firing,43.0,0.17408906882591094,32,1,hamilton_38,acute_cit,HAMILTON
249,1748.0,1.240843175335,0.9935219193805783,slow_irregular,41.0,0.17012448132780084,27,1,hamilton_38,acute_cit,HAMILTON
250,1749.0,3.055718091322667,1.0053054275773468,slow_irregular,99.0,0.45622119815668205,32,1,hamilton_38,acute_cit,HAMILTON
251,1752.0,4.5566913319560545,0.8240933559219082,slow_irregular,19.0,0.07755102040816327,32,1,hamilton_38,acute_cit,HAMILTON
252,1754.0,2.4930226319354447,0.9754563088374969,slow_irregular,43.0,0.15867158671586715,12,1,hamilton_38,acute_cit,HAMILTON
253,1755.0,1.3860679842960555,0.5007880100473315,slow_regular,82.0,0.38317757009345793,21,1,hamilton_38,acute_cit,HAMILTON
254,1760.0,3.3769762243171666,0.425528159298338,slow_regular,51.0,0.17647058823529413,3,1,hamilton_37,acute_sal,HAMILTON
255,1767.0,6.518930967740889,0.8275351233563836,slow_irregular,45.0,0.16605166051660517,6,1,hamilton_37,acute_sal,HAMILTON
256,1769.0,4.689080658002389,0.7916585312473455,slow_irregular,50.0,0.18518518518518517,9,1,hamilton_37,acute_sal,HAMILTON
257,1774.0,4.767617891334444,0.4551448771320908,slow_regular,46.0,0.16911764705882354,9,1,hamilton_37,acute_sal,HAMILTON
258,1775.0,2.1630616971485,0.8938052342578036,slow_irregular,61.0,0.22846441947565543,13,1,hamilton_37,acute_sal,HAMILTON
259,1792.0,3.653879639489444,0.5465010953110837,slow_regular,29.0,0.11740890688259109,20,1,hamilton_37,acute_sal,HAMILTON
260,1795.0,4.9527968424761655,0.7179539996343068,slow_irregular,22.0,0.08870967741935484,21,1,hamilton_37,acute_sal,HAMILTON
261,1800.0,3.6044928978511113,0.5848629034437414,slow_regular,22.0,0.08943089430894309,26,1,hamilton_37,acute_sal,HAMILTON
262,1810.0,0.7834176795888333,1.045937324523763,slow_irregular,44.0,0.16666666666666666,3,1,hamilton_37,acute_sal,HAMILTON
263,1811.0,5.341826415578,0.49068271525536844,slow_regular,41.0,0.15471698113207547,16,1,hamilton_37,acute_sal,HAMILTON
264,1812.0,4.337001746252722,0.45858289431677,slow_regular,48.0,0.17647058823529413,10,1,hamilton_37,acute_sal,HAMILTON
265,1813.0,3.4346415757681106,0.30182487824448584,slow_regular,53.0,0.20306513409961685,8,1,hamilton_37,acute_sal,HAMILTON
266,1814.0,3.805147353852222,0.3709841465933072,slow_regular,52.0,0.1897810218978102,6,1,hamilton_37,acute_sal,HAMILTON
267,1815.0,2.327155657925111,0.41168203702058337,slow_regular,43.0,0.1575091575091575,30,1,hamilton_37,acute_sal,HAMILTON
268,1816.0,2.6365474781617224,0.6199068118811294,slow_regular,48.0,0.17777777777777778,28,1,hamilton_37,acute_sal,HAMILTON
269,1817.0,2.4914178585049447,0.5093910662641151,slow_regular,58.0,0.20567375886524822,10,1,hamilton_37,acute_sal,HAMILTON
270,1819.0,2.9340562800177223,0.8878649359516719,slow_irregular,28.0,0.112,20,1,hamilton_37,acute_sal,HAMILTON
271,1820.0,2.451823863991,0.4117989861508804,slow_regular,37.0,0.14624505928853754,4,1,hamilton_37,acute_sal,HAMILTON
272,1821.0,3.0988805975918887,0.7738150181185517,slow_irregular,24.0,0.0967741935483871,17,1,hamilton_37,acute_sal,HAMILTON
273,1822.0,2.624516881704,0.6109020926488818,slow_regular,43.0,0.15867158671586715,10,1,hamilton_37,acute_sal,HAMILTON
274,1823.0,2.176109012465278,0.46084986056409677,slow_regular,127.0,0.5545851528384279,14,1,hamilton_37,acute_sal,HAMILTON
275,1824.0,1.988077550484722,0.49830384364140057,slow_regular,126.0,0.5431034482758621,10,1,hamilton_37,acute_sal,HAMILTON
276,1825.0,2.9151769226063333,0.5236311380248657,slow_regular,58.0,0.2116788321167883,12,1,hamilton_37,acute_sal,HAMILTON
277,1826.0,0.5156352012193889,0.6091221764471296,slow_regular,58.0,0.20422535211267606,31,1,hamilton_37,acute_sal,HAMILTON
278,1832.0,1.7425791526023335,0.4577702979212315,slow_regular,59.0,0.20557491289198607,32,1,hamilton_37,acute_sal,HAMILTON
279,1833.0,0.8232628412442222,0.8324693239766795,slow_irregular,16.0,0.06611570247933884,20,1,hamilton_37,acute_sal,HAMILTON
280,1834.0,0.6444012298371111,1.0124174448363708,slow_irregular,39.0,0.13978494623655913,16,1,hamilton_37,acute_sal,HAMILTON
281,1835.0,8.441023115350333,0.4441226351125572,fast_firing,22.0,0.09016393442622951,24,1,hamilton_37,acute_sal,HAMILTON
282,1837.0,0.8098402425424445,1.0428515021779128,slow_irregular,56.0,0.19047619047619047,3,1,hamilton_37,acute_sal,HAMILTON
283,1839.0,12.244963358486538,0.5633202244459845,fast_firing,27.0,0.1067193675889328,3,1,hamilton_35,acute_sal,HAMILTON
284,1841.0,4.126676381151282,0.4537829546494927,slow_regular,71.0,0.27413127413127414,2,1,hamilton_35,acute_sal,HAMILTON
285,1843.0,8.265429296626282,0.3681917623081506,fast_firing,45.0,0.16853932584269662,4,1,hamilton_35,acute_sal,HAMILTON
286,1844.0,2.3755027252817946,0.5194100992448372,slow_regular,16.0,0.06557377049180328,5,1,hamilton_35,acute_sal,HAMILTON
287,1846.0,5.365409333383718,0.32700280233242085,slow_regular,67.0,0.23183391003460208,6,1,hamilton_35,acute_sal,HAMILTON
288,1847.0,7.923594275049872,0.48509886374143124,fast_firing,30.0,0.11811023622047244,6,1,hamilton_35,acute_sal,HAMILTON
289,1850.0,2.546932498400513,0.4749487056080986,slow_regular,47.0,0.17472118959107807,8,1,hamilton_35,acute_sal,HAMILTON
290,1854.0,2.980922907665448,0.31250384992287183,slow_regular,55.0,0.19572953736654805,9,1,hamilton_35,acute_sal,HAMILTON
291,1856.0,2.286803158330064,0.4980687374702131,slow_regular,59.0,0.21454545454545454,10,1,hamilton_35,acute_sal,HAMILTON
292,1858.0,8.541297095173782,0.24798043913215892,fast_firing,51.0,0.17525773195876287,12,1,hamilton_35,acute_sal,HAMILTON
293,1860.0,2.0984157019233973,0.3834846806059175,slow_regular,49.0,0.1781818181818182,12,1,hamilton_35,acute_sal,HAMILTON
294,1861.0,3.2542845035994876,0.7043121447540173,slow_regular,13.0,0.05394190871369295,12,1,hamilton_35,acute_sal,HAMILTON
295,1864.0,3.069496929694552,0.5197426910446284,slow_regular,14.0,0.05785123966942149,14,1,hamilton_35,acute_sal,HAMILTON
296,1865.0,1.447807577922949,0.529209295522149,slow_regular,56.0,0.2014388489208633,14,1,hamilton_35,acute_sal,HAMILTON
297,1866.0,1.594589229805705,0.49739415816147753,slow_regular,18.0,0.07317073170731707,12,1,hamilton_35,acute_sal,HAMILTON
298,1867.0,3.7273324301655766,0.19860050848928154,slow_regular,55.0,0.19855595667870035,14,1,hamilton_35,acute_sal,HAMILTON
299,1868.0,1.2665313210832692,0.7754880356655562,slow_irregular,38.0,0.14960629921259844,13,1,hamilton_35,acute_sal,HAMILTON
300,1869.0,3.0019054721760896,0.3148473327630465,slow_regular,54.0,0.19148936170212766,15,1,hamilton_35,acute_sal,HAMILTON
301,1871.0,8.093400149482628,0.8825625471070905,fast_firing,36.0,0.13953488372093023,14,1,hamilton_35,acute_sal,HAMILTON
302,1872.0,3.7514814063355133,0.28844297091749094,slow_regular,125.0,0.5458515283842795,14,1,hamilton_35,acute_sal,HAMILTON
303,1873.0,1.3697986459219869,0.7849749640478615,slow_irregular,23.0,0.0954356846473029,16,1,hamilton_35,acute_sal,HAMILTON
304,1875.0,5.589363900849745,0.9756808880036081,slow_irregular,35.0,0.13513513513513514,16,1,hamilton_35,acute_sal,HAMILTON
305,1878.0,13.307956959356153,0.980861520459128,fast_firing,30.0,0.11627906976744186,16,1,hamilton_35,acute_sal,HAMILTON
306,1879.0,1.1427901572179486,0.941608293781684,slow_irregular,20.0,0.08130081300813008,17,1,hamilton_35,acute_sal,HAMILTON
307,1881.0,4.974580290924487,0.329684950874646,slow_regular,21.0,0.08433734939759036,18,1,hamilton_35,acute_sal,HAMILTON
308,1882.0,2.5997237955589103,0.6280098900120671,slow_regular,18.0,0.07258064516129033,16,1,hamilton_35,acute_sal,HAMILTON
309,1883.0,9.443108965275194,0.4246861446257471,fast_firing,32.0,0.11851851851851852,21,1,hamilton_35,acute_sal,HAMILTON
310,1884.0,2.2668687588579486,0.5972365673169497,slow_regular,9.0,0.03734439834024896,20,1,hamilton_35,acute_sal,HAMILTON
311,1885.0,7.246326740876602,0.5610601101809893,fast_firing,25.0,0.10204081632653061,21,1,hamilton_35,acute_sal,HAMILTON
312,1887.0,0.9784488746825641,0.9301902701680786,slow_irregular,17.0,0.06938775510204082,22,1,hamilton_35,acute_sal,HAMILTON
313,1890.0,10.407982863583653,0.4246617514855426,fast_firing,26.0,0.10236220472440945,26,1,hamilton_35,acute_sal,HAMILTON
314,1893.0,1.9245249470042947,0.4231620860163183,slow_regular,11.0,0.04564315352697095,28,1,hamilton_35,acute_sal,HAMILTON
315,1894.0,1.8582125619547434,0.6235600531190633,slow_regular,14.0,0.05785123966942149,29,1,hamilton_35,acute_sal,HAMILTON
316,1895.0,3.1424995208826285,0.9172630460667024,slow_irregular,9.0,0.03734439834024896,29,1,hamilton_35,acute_sal,HAMILTON
317,1896.0,7.294059899426217,0.43357234355222585,slow_regular,15.0,0.06172839506172839,32,1,hamilton_35,acute_sal,HAMILTON
318,1897.0,18.307500459755385,0.5218331147887919,fast_firing,14.0,0.05785123966942149,31,1,hamilton_35,acute_sal,HAMILTON
319,1899.0,0.8159427198482051,0.9632239988695377,slow_irregular,15.0,0.06172839506172839,32,1,hamilton_35,acute_sal,HAMILTON
320,1902.0,2.3290434211251925,0.575653048711098,slow_regular,44.0,0.16296296296296298,8,1,hamilton_35,acute_sal,HAMILTON
321,1903.0,3.2188202421014744,0.4320596119842955,slow_regular,49.0,0.1781818181818182,9,1,hamilton_35,acute_sal,HAMILTON
322,1904.0,4.114456294563911,0.6152467623673057,slow_regular,15.0,0.061224489795918366,10,1,hamilton_35,acute_sal,HAMILTON
323,1906.0,2.696691663426987,0.36637488475278895,slow_regular,55.0,0.19298245614035087,9,1,hamilton_35,acute_sal,HAMILTON
324,1908.0,24.9814760020075,0.3554625737270654,fast_firing,19.0,0.07755102040816327,6,1,hamilton_35,acute_sal,HAMILTON
325,1909.0,7.42432692596282,0.7114120557444942,slow_irregular,12.0,0.049586776859504134,9,1,hamilton_35,acute_sal,HAMILTON
326,1910.0,1.2750613802917308,0.4596414088654218,slow_regular,62.0,0.2152777777777778,16,1,hamilton_35,acute_sal,HAMILTON
327,1911.0,1.939317379480133,0.9599061065869384,slow_irregular,63.0,0.23247232472324722,4,1,hamilton_36,acute_cit,HAMILTON
328,1914.0,7.46516472235333,0.6679926066266691,fast_firing,44.0,0.16541353383458646,5,1,hamilton_36,acute_cit,HAMILTON
329,1917.0,3.276973381107436,0.6184493784670105,slow_regular,59.0,0.21454545454545454,8,1,hamilton_36,acute_cit,HAMILTON
330,1919.0,7.857687144155494,0.9774468151735282,fast_firing,61.0,0.21554770318021202,9,1,hamilton_36,acute_cit,HAMILTON
331,1921.0,0.7674664768864041,0.7078444309820426,slow_regular,71.0,0.24398625429553264,10,1,hamilton_36,acute_cit,HAMILTON
332,1924.0,6.895678881131687,0.8850843864065899,slow_irregular,50.0,0.18518518518518517,13,1,hamilton_36,acute_cit,HAMILTON
333,1928.0,3.2574957973074916,0.351823885822319,slow_regular,53.0,0.19557195571955718,12,1,hamilton_36,acute_cit,HAMILTON
334,1929.0,6.7829738950909535,0.3134472457426438,slow_regular,45.0,0.16853932584269662,14,1,hamilton_36,acute_cit,HAMILTON
335,1930.0,3.184081471221698,0.5019954741565498,slow_regular,45.0,0.16853932584269662,14,1,hamilton_36,acute_cit,HAMILTON
336,1931.0,3.6967303526163704,0.7195500719584723,slow_irregular,88.0,0.3548387096774194,12,1,hamilton_36,acute_cit,HAMILTON
337,1934.0,3.929094298256382,0.8201869537352607,slow_irregular,47.0,0.17343173431734318,16,1,hamilton_36,acute_cit,HAMILTON
338,1938.0,1.8037230844962264,0.604780323968203,slow_regular,47.0,0.1649122807017544,26,1,hamilton_36,acute_cit,HAMILTON
339,1940.0,12.338031988992785,0.2522073954381171,fast_firing,21.0,0.08433734939759036,25,1,hamilton_36,acute_cit,HAMILTON
340,1942.0,0.7215642336531632,0.8155522513171793,slow_irregular,24.0,0.09230769230769231,26,1,hamilton_36,acute_cit,HAMILTON
341,1945.0,1.6283409918931742,0.8828261671691517,slow_irregular,48.0,0.17647058823529413,25,1,hamilton_36,acute_cit,HAMILTON
342,1946.0,8.580278193953607,0.8814539735543753,fast_firing,26.0,0.10483870967741936,22,1,hamilton_36,acute_cit,HAMILTON
343,1947.0,0.6085805249162043,0.6269046216305872,slow_regular,32.0,0.12598425196850394,27,1,hamilton_36,acute_cit,HAMILTON
344,1949.0,5.347501119187014,1.0031267734923939,slow_irregular,35.0,0.14644351464435146,29,1,hamilton_36,acute_cit,HAMILTON
345,1950.0,7.750765363726971,0.9174052639296374,slow_irregular,34.0,0.14655172413793102,32,1,hamilton_36,acute_cit,HAMILTON
346,1951.0,5.933112646362487,1.1018086384415426,fast_firing,20.0,0.08196721311475409,32,1,hamilton_36,acute_cit,HAMILTON
347,1952.0,6.890853849104328,0.9659561187813036,slow_irregular,24.0,0.096,31,1,hamilton_36,acute_cit,HAMILTON
348,1956.0,5.947316595496448,0.8956656653184766,slow_irregular,22.0,0.09090909090909091,32,1,hamilton_36,acute_cit,HAMILTON
349,1959.0,15.460120740458436,0.9043065838058771,fast_firing,21.0,0.08571428571428572,17,1,hamilton_36,acute_cit,HAMILTON
350,1960.0,6.857894395646671,0.8073681423027291,slow_irregular,59.0,0.20848056537102475,16,1,hamilton_36,acute_cit,HAMILTON
351,1961.0,2.962952179674654,0.7283912657128218,slow_irregular,25.0,0.09881422924901186,2,1,hamilton_32,acute_sal,HAMILTON
352,1962.0,7.747419823924404,0.9495150652986176,fast_firing,57.0,0.2626728110599078,6,1,hamilton_32,acute_sal,HAMILTON
353,1966.0,5.45305318843594,0.4624751785727215,slow_regular,31.0,0.12350597609561753,16,1,hamilton_32,acute_sal,HAMILTON
354,1968.0,5.15181999086589,0.5952749416593329,slow_regular,33.0,0.12941176470588237,17,1,hamilton_32,acute_sal,HAMILTON
355,1969.0,1.4969972909981144,0.7009468060229324,slow_regular,32.0,0.125,17,1,hamilton_32,acute_sal,HAMILTON
356,1970.0,2.4196839018653358,0.9464895174473874,slow_irregular,35.0,0.13618677042801555,17,1,hamilton_32,acute_sal,HAMILTON
357,1973.0,0.9027653305231281,1.0062111531450635,slow_irregular,48.0,0.183206106870229,18,1,hamilton_32,acute_sal,HAMILTON
358,1974.0,6.670829292289517,0.6689028804724375,slow_irregular,80.0,0.38461538461538464,23,1,hamilton_32,acute_sal,HAMILTON
359,1978.0,2.4566669514473656,0.30217968181375443,slow_regular,51.0,0.18149466192170818,24,1,hamilton_32,acute_sal,HAMILTON
360,1980.0,1.9214863762236825,0.5434956198545918,slow_regular,86.0,0.30935251798561153,25,1,hamilton_32,acute_sal,HAMILTON
361,1982.0,6.977981432448585,0.13893525854826555,slow_regular,31.0,0.12062256809338522,26,1,hamilton_32,acute_sal,HAMILTON
362,1983.0,6.267424579579257,0.53416593980653,slow_regular,14.0,0.05785123966942149,27,1,hamilton_32,acute_sal,HAMILTON
363,1984.0,2.688743426041764,0.30321619595525723,slow_regular,58.0,0.20567375886524822,27,1,hamilton_32,acute_sal,HAMILTON
364,1985.0,1.576038545457737,0.7732770978845135,slow_irregular,62.0,0.2152777777777778,30,1,hamilton_32,acute_sal,HAMILTON
365,1987.0,1.6790109625130896,0.5770242110151098,slow_regular,30.0,0.11363636363636363,31,1,hamilton_32,acute_sal,HAMILTON
366,1989.0,0.5857558162975597,1.025416151809619,slow_irregular,49.0,0.18773946360153257,28,1,hamilton_32,acute_sal,HAMILTON
367,1991.0,0.5644631985638935,0.9980546383853881,slow_irregular,34.0,0.12686567164179105,28,1,hamilton_32,acute_sal,HAMILTON
368,1992.0,1.9584552658990573,0.4598425131682022,slow_regular,61.0,0.20819112627986347,30,1,hamilton_32,acute_sal,HAMILTON
369,1995.0,4.3904995742382145,0.7010291739560123,slow_irregular,46.0,0.1619718309859155,31,1,hamilton_32,acute_sal,HAMILTON
370,1997.0,4.5354709657132,0.8735006102997172,slow_irregular,88.0,0.34375,24,1,hamilton_32,acute_sal,HAMILTON
371,1998.0,7.9636238606074885,0.8675149522510995,slow_irregular,37.0,0.13857677902621723,18,1,hamilton_32,acute_sal,HAMILTON
372,1999.0,2.0646933759995565,0.5910133531878452,slow_regular,53.0,0.19133574007220217,29,1,hamilton_32,acute_sal,HAMILTON
373,2001.0,1.2199808396431504,0.7403259443046535,slow_irregular,38.0,0.14393939393939395,17,1,hamilton_32,acute_sal,HAMILTON
374,2002.0,31.268335761098395,0.5949856458011671,fast_firing,80.0,0.3389830508474576,32,1,hamilton_32,acute_sal,HAMILTON
375,2003.0,1.3216969012306157,0.466032188278115,slow_regular,34.0,0.13076923076923078,17,1,hamilton_32,acute_sal,HAMILTON
376,63.0,0.11051564734601722,0.9383774084028722,no_baseline,80.0,0.39603960396039606,25,1,ESHOCK_06_LOC1,sham,ESHOCK
377,71.0,0.2568666255672495,0.8311429178894333,no_baseline,22.0,0.08461538461538462,31,1,ESHOCK_06_LOC1,sham,ESHOCK
378,99.0,0.2676163937171389,1.0877946007400887,no_baseline,116.0,0.464,7,1,ESHOCK_08_LOC1,sham,ESHOCK
379,103.0,0.14509467616636113,0.27824019796786525,no_baseline,55.0,0.19572953736654805,10,1,ESHOCK_08_LOC1,sham,ESHOCK
380,125.0,0.49823860618902777,0.5943452152387264,no_baseline,47.0,0.17472118959107807,16,1,ESHOCK_08_LOC1,sham,ESHOCK
381,128.0,0.17933384677444444,0.9300166715217627,no_baseline,67.0,0.9436619718309859,23,1,ESHOCK_08_LOC1,sham,ESHOCK
382,129.0,0.4089225818193611,0.8549186612381421,no_baseline,59.0,0.271889400921659,5,1,ESHOCK_08_LOC1,sham,ESHOCK
383,130.0,0.4502938683453611,0.8294833661095055,no_baseline,16.0,0.06611570247933884,32,1,ESHOCK_08_LOC1,sham,ESHOCK
384,131.0,0.013820063433111112,0.8040813538156143,no_baseline,42.0,0.15555555555555556,15,1,ESHOCK_08_LOC1,sham,ESHOCK
385,1018.0,0.3752112705913889,0.42422810230806896,no_baseline,43.0,0.16104868913857678,21,1,hamilton_10,acute_cit,HAMILTON
386,1020.0,0.22233648827166666,1.096451849512566,no_baseline,23.0,0.09163346613545817,32,1,hamilton_10,acute_cit,HAMILTON
387,1040.0,0.2573360243086667,0.8042441120252316,no_baseline,28.0,0.11023622047244094,31,1,hamilton_04,acute_cit,HAMILTON
388,1041.0,0.23424435606233332,0.7823201311987283,no_baseline,27.0,0.1067193675889328,31,1,hamilton_04,acute_cit,HAMILTON
389,1051.0,0.01833333333372222,1.4428327503972531,no_baseline,93.0,0.3217993079584775,7,1,hamilton_09,acute_cit,HAMILTON
390,1056.0,0.27833333333366667,0.9687385677785737,no_baseline,41.0,0.155893536121673,32,1,hamilton_09,acute_cit,HAMILTON
391,1064.0,0.016250369451944448,1.3813583414816903,no_baseline,59.0,0.20701754385964913,30,1,hamilton_09,acute_cit,HAMILTON
392,1065.0,0.16944444444433335,0.43937323730348066,no_baseline,75.0,0.18610421836228289,23,1,hamilton_09,acute_cit,HAMILTON
393,1616.0,0.1740947835023889,1.0331539765007656,no_baseline,34.0,0.12878787878787878,1,1,hamilton_31,acute_cit,HAMILTON
